sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,fte,fte2,dfte,gap,dw,sample
231,1,0,1,0,0,1,0,0,0,1,,10,3,,26,,0,,2,7,16,1.02,1.02,.94999999,2,2,1,1,111092,,16,6,4,5.0500002,4,.25,0,1,7,16,.89999998,.94999999,.94999999,3,1,,19,,0,,0
236,1,0,1,0,0,1,0,0,0,3,0,34,4,,17,,0,95,1,7,17,1.1799999,1.02,1.0599999,4,3,1,1,111792,2,23,22,4,5.0500002,8,.28,1,1,7,18,1.1,1.01,.99000001,4,3,17,34,17,0,,0
254,4,0,1,1,0,0,0,0,1,0,20,10,3,,16,,0,,1,7,16,1.0599999,.86000001,1.0599999,2,2,1,1,111492,1,28,10,3,5.25,8,.2,1,1,7,15,1,.85000002,1.05,2,2,25,33,8,0,,0
255,4,0,1,1,0,0,0,0,0,2,0,14,3,,52,.27000001,1,10,1,7,14,1.01,.79000002,.85000002,2,2,1,1,111392,,8,12,2,,52,.14,0,1,7,14,1,.85000002,2.1099999,2,2,7,14,7,0,,0
294,1,0,1,0,0,1,0,0,0,3,0,35,3,,26,.2,0,70,2,7,16,1.0599999,.94999999,.94999999,3,3,1,1,110992,,0,35,3,5.0500002,26,.2,0,2,7,16,1.05,.94,.94,3,2,17.5,17.5,0,0,,0
306,3,1,1,0,0,1,0,0,0,0,15,15,3,,17,,0,,2,6,17,1.02,,1.0599999,4,4,1,1,111792,1,6,20,3,5.0500002,26,.23,0,2,6,18,1.11,1.05,1.05,,2,22.5,16,-6.5,0,,0
311,4,0,1,0,0,1,0,0,0,2,0,30,4,,26,.31999999,1,78,2,10.5,11.5,.91000003,.91000003,1.0599999,2,2,1,1,111392,,35,30,3,5.0500002,,.2,0,2,10.5,11.5,1.01,.94999999,1.05,2,2,15,50,35,0,,0
315,1,0,1,1,0,0,0,0,0,0,5,19,2,,4,.25,1,65,3,7,16,1,.85000002,.88,3,2,1,1,110992,,4.5,20,2,5.0500002,8,.079999998,0,2,7,16,1.05,.83999997,.87,3,2,14.5,14.5,0,0,,0
335,1,1,1,1,0,0,0,0,0,0,9,10,3,,13,.17,0,100,1,6,17,1.0599999,.92000002,.92000002,5,2,1,1,111892,3,7,13,3,5.0500002,26,.13,0,1,6,17,1.05,.94,.94,5,2,14,13.5,-.5,0,,0
372,1,1,1,0,0,1,0,0,0,2,0,45,5,,26,.15000001,1,30,3,6.5,19,1.1,.94999999,1.1,4,,1,1,111792,1,30,20,5,5.0500002,8,.079999998,0,2,6.5,18.5,1.0599999,1.05,1.04,4,3,22.5,40,17.5,0,,0
6,3,1,1,0,1,0,0,0,0,2,2,2,2,5,13,.25,0,100,1,11,7,1.2,1.17,2.3499999,4,2,1,1,111792,1,5,2,2,5.0500002,13,.15000001,0,1,10,8,1.11,1.01,2.23,4,2,3,6,3,.0099999998,.050000191,1
14,2,0,1,0,1,0,0,0,0,0,10,8,2,5.1199999,6,.25,0,0,3,11,11,1.0599999,.85000002,2.49,6,5,1,1,110592,,4,17,3,5.0500002,13,.25,1,2,11,11,1.05,.94,2.5999999,6,3,14,12.5,-1.5,0,-.069999695,1
26,1,0,1,0,0,1,0,0,0,3,30,15,4,5.5599999,6,,1,,2,7,16,1.0599999,.91000003,.98000002,4,2,1,1,111792,2,10,20,4,5.0500002,,,0,2,7,16,1.01,.94,.94,5,4,37.5,20,-17.5,0,-.50999975,1
27,2,1,1,0,1,0,0,0,0,2,4,10,4,5,,.37,0,0,1,11,10,1.0599999,.85000002,2.3399999,4,3,1,1,111292,,0,7,4,5.0500002,26,.25,0,1,11,10,1.05,.83999997,2.53,4,3,9,3.5,-5.5,.0099999998,.050000191,1
30,2,0,1,0,0,1,0,0,0,4,6,4,2,5,13,.37,0,0,1,11,10,1.0599999,1.0599999,2.53,2,2,1,1,111292,,4,3,2,5.0500002,19,.25,1,1,11,10,.94,.92000002,2.6900001,2,2,8,5.5,-2.5,.0099999998,.050000191,1
31,2,0,1,0,1,0,0,0,0,2,4,16,3,5.25,13,.15000001,0,0,2,11,11,1.03,1.0599999,2.5599999,4,3,1,1,111492,3,6,15,5,5.0500002,26,.25,0,1,10.5,12.5,1,1.05,2.6400001,4,4,12,13.5,1.5,0,-.19999981,1
33,3,0,1,0,0,1,0,0,0,0,12,20,4,5,26,.25,0,7,2,6,17,1.02,1.0700001,.94999999,5,4,1,1,111392,,6,11,5,5.0500002,,.2,0,2,6,17,1.11,1.0599999,1.05,4,2,22,11.5,-10.5,.0099999998,.050000191,1
36,4,0,1,0,1,0,0,0,0,0,8,12,4,5.5,30,.17,1,0,2,10.5,13,1.02,.91000003,2.5699999,2,2,1,1,111492,,10,35,6,5.0500002,26,.15000001,1,2,10.5,12.5,.94999999,.88999999,1.1900001,2,2,14,27.5,13.5,0,-.44999981,1
77,3,0,1,0,0,1,0,0,0,0,6,50,4,5,4,.15000001,0,100,2,6,19,1.1799999,1.0700001,1.17,6,5,1,1,111992,4,4,60,3,5.0500002,52,.15000001,0,2,6,19,1.0599999,1.0599999,1.05,6,2,31,34,3,.0099999998,.050000191,1
78,3,1,1,0,0,1,0,0,0,0,13,10,3,5,26,.15000001,0,0,2,6,17,1.12,1.02,1.02,4,2,1,1,111392,,10,12,2,5.0500002,26,.1,0,2,7,16,1.11,1.01,1.05,5,3,18,16,-2,.0099999998,.050000191,1
81,4,0,1,0,0,1,0,0,0,4,25,13,3,5,26,.1,0,95,2,10,12,1.0599999,.98000002,1.0599999,2,2,2,1,121592,3,0,45,4,5.0500002,,,1,2,10.5,11.5,1.11,.98000002,2.0699999,2,1,31.5,22.5,-9,.0099999998,.050000191,1
82,4,0,1,0,0,1,0,0,0,6,8,14.5,3,5,13,.37,1,0,2,10.5,13.5,1.0599999,1.03,1.0599999,2,2,1,1,111492,,25,8,4,5.0500002,13,.18000001,1,2,10.5,13.5,1.11,.98000002,1.05,2,2,15.25,29,13.75,.0099999998,.050000191,1
83,4,0,1,0,0,1,0,0,0,2,12.5,20,2,5,13,.25,0,11,2,10.5,13.5,1.0599999,.98000002,2.1300001,2,2,1,1,111792,2,,,4,5.0500002,26,.5,0,2,10,14,1.11,.88999999,.99000001,2,2,22.5,,,.0099999998,.050000191,0
85,1,0,1,0,1,0,0,0,1,3,7,20,3,5.5,26,.51999998,0,1,1,9,12.5,1.12,1.02,1.02,5,4,1,1,111692,,0,35,3,5.0500002,26,.18000001,0,1,9,12.5,1.11,1.01,1.05,5,1,17,17.5,.5,0,-.44999981,1
89,1,1,1,0,1,0,0,0,0,2,10,6,3,5,13,.17,0,0,2,7,16,1.09,.94999999,1.04,3,2,1,1,111092,,6,25,6,5.5,4,.63,0,2,7,16,1.11,1.01,1.05,3,3,13,18.5,5.5,.0099999998,.5,1
94,2,0,1,0,1,0,0,0,0,2,0,25,5,5,26,.25,0,0,3,11,10,1.0599999,.80000001,2.5599999,,,1,1,111292,,2,20,4,5.0500002,52,.25,0,1,11,10,1.05,.79000002,2.53,3,,12.5,12,-.5,.0099999998,.050000191,1
103,4,0,1,0,0,1,0,0,0,2,12.5,10,3,5,26,.27000001,0,50,2,10.5,11.5,.91000003,.85000002,.94999999,2,2,1,1,111492,2,,,2,5.0500002,13,,0,2,10.5,12.5,1.05,.83999997,1.26,2,2,17.5,,,.0099999998,.050000191,0
112,4,0,1,0,0,1,0,0,0,0,4,26,3,5,13,.2,0,80,2,10,14,1.0599999,.98000002,1.0599999,2,2,2,1,121392,9,5,25,6,5.0500002,28,.18000001,0,2,10.5,12.5,1.11,1.09,2.0699999,,,17,17.5,.5,.0099999998,.050000191,1
128,2,1,1,0,1,0,0,0,0,3,6.5,7.5,2,5,,.15000001,0,,2,11,11,1.0599999,.85000002,2.3399999,4,2,1,1,111492,1,3,16,2,5.0500002,26,.25,0,1,11,11,1.05,.79000002,2.3199999,3,2,10.25,11,.75,.0099999998,.050000191,1
129,3,0,1,0,1,0,0,0,0,3,20,20,3,5.25,26,.050000001,0,0,2,6,16,1.1,1,.74000001,6,4,1,1,111392,,7,18,4,5.0500002,52,.25,0,2,6,16,1.11,1,.88999999,4,3,30,16,-14,0,-.19999981,1
131,3,0,1,0,1,0,0,0,0,2,15,25,4,5.5,4,.37,1,10,2,6,17,1.0599999,1.0599999,1.0599999,5,2,2,1,121692,2,8,22,3,5.0500002,,,0,2,7,15,1.05,1.11,1.05,5,4,27.5,19,-8.5,0,-.44999981,1
139,4,0,1,0,1,0,0,0,0,0,,,2,5.5,,,0,,2,10.5,12.5,.94999999,.94999999,1.0599999,2,1,1,1,111492,,11,25,5,5.5,19,.25,1,2,11,12,,,,,,,23.5,,0,0,0
143,4,0,1,0,1,0,0,0,0,3,0,30,3,5.3699999,26,.25,1,15,2,10.5,11.5,.94999999,.94999999,1.0599999,2,2,2,4,121692,2,,,,,,,,,,,,,,,,15,,,0,,0
144,4,0,1,0,1,0,0,0,0,2,10,30,3,5.0500002,26,.15000001,1,0,2,10.5,12.5,.91000003,.85000002,1.0599999,2,2,1,1,111792,1,4,37,3,5.0500002,26,.34999999,1,2,10.5,12.5,.94,.94,1.26,2,2,25,22.5,-2.5,0,0,1
145,1,0,1,0,0,1,0,0,0,0,5,17,3,5,13,.15000001,1,0,2,7,16,1.0599999,.94999999,.94999999,3,2,1,1,111092,,10,8,4,5.2800002,26,.13,1,2,7,16,1.05,.95999998,.94999999,3,2,13.5,14,.5,.0099999998,.28000021,1
147,1,0,1,0,0,1,0,0,0,0,8.5,6.5,3,5.1199999,8,.25,0,100,2,7,14,1.12,.88999999,.94999999,2,2,1,1,111892,1,6,0,3,5.25,13,.38,0,2,7,14,1.13,.91000003,.91000003,2,2,11.75,6,-5.75,0,.13000011,1
148,1,0,1,0,0,1,0,0,0,4,4.5,30,4,5.25,26,.17,1,0,2,7,17,1.0599999,.94999999,.94999999,3,2,1,1,111092,,7.5,30,4,5.0500002,26,.2,1,2,7,17,1.05,.94,.94,3,3,19.5,22.5,3,0,-.19999981,1
151,1,0,1,0,0,1,0,0,0,0,1,12,3,5,12,.1,0,92,2,7,15,1.09,.81,1.04,3,3,2,3,123092,2,0,0,0,,,,,,,,,,,,,7,0,-7,.0099999998,,0
152,1,0,1,0,0,1,0,0,0,0,35,15,4,5.1199999,9,.67000002,1,10,1,7,15,1.17,.94999999,1.02,3,2,1,1,111092,,12,13.5,5,5.0500002,13,.28,0,2,7,15,1.16,.94,.94,3,3,42.5,18.75,-23.75,0,-.069999695,1
157,2,0,1,0,0,1,0,0,0,0,10,5,3,5,26,.25,0,0,1,10.5,12,.91000003,.85000002,2.3399999,3,3,1,1,111792,2,12,8,2,5.5,26,.25,0,1,10.5,11,.94999999,.82999998,2.47,2,2,12.5,16,3.5,.0099999998,.5,1
161,3,1,1,0,0,1,0,0,0,0,8,25,4,5,19,.15000001,0,2,2,6,17,1.12,1.02,1.0599999,7,3,1,1,111992,4,26,12,4,5.0500002,,,0,2,6,17,1.11,1.0599999,1.05,7,5,20.5,32,11.5,.0099999998,.050000191,1
163,3,1,1,0,0,1,0,0,0,0,12,18,3,5,13,.15000001,0,11,2,6,16.5,1.2,1.0700001,1.0599999,3,3,1,1,111292,,1.5,33,3,5.0500002,26,.15000001,0,2,7,15,,,,,,21,18,-3,.0099999998,.050000191,1
164,3,1,1,0,0,1,0,0,0,0,4,30,4,5,26,.1,0,3,2,5,19,1.12,1.02,1.0599999,5,3,1,1,111292,,5,15,3,5.0500002,52,.15000001,0,2,6,17,1.11,1.0599999,1.05,5,3,19,12.5,-6.5,.0099999998,.050000191,1
165,4,0,1,0,0,1,0,0,0,1,20,10,3,5,15,.27000001,1,60,2,10.5,12.5,1.0599999,.88999999,1.0599999,3,2,1,1,111792,1,10,17,4,5.0500002,14,.13,0,2,10.5,12.5,1.05,.98000002,1.05,2,2,25,18.5,-6.5,.0099999998,.050000191,1
169,1,1,1,0,0,1,0,0,0,0,12,33,4,5,13,.25,0,50,2,7,16,1.1,.94,1.04,3,3,1,1,111692,,20,6,4,5.0500002,52,.15000001,0,2,7,16,1.11,1.05,1.05,3,3,28.5,23,-5.5,.0099999998,.050000191,1
170,1,1,1,0,0,1,0,0,0,1,10,20,3,5,52,.51999998,0,0,2,7,16,1.1,1.02,1.08,3,2,1,1,111092,,20,20,4,5.0500002,4,,0,1,7,16,1.29,1.11,1.1799999,4,4,20,30,10,.0099999998,.050000191,1
187,3,0,1,0,0,1,0,0,1,0,4,20,3,5.6199999,26,.51999998,0,2,2,7,15,1.12,1.09,1.0599999,4,3,1,1,111292,,5,17.5,3,5.0500002,13,.2,0,2,7,15,1.11,1.0599999,1.05,4,4,14,13.75,-.25,0,-.56999969,1
190,3,1,1,0,0,1,0,0,0,0,5,42,4,5,26,.12,1,,2,6,16,1.02,1.0700001,1.0599999,5,,1,1,111292,,7,30,4,5.0500002,26,.18000001,0,2,7,15,1.05,1.01,1.74,5,3,26,22,-4,.0099999998,.050000191,1
196,4,1,1,0,0,1,0,0,0,0,8,19,4,5,26,.2,0,,2,10.5,11.5,.94999999,.85000002,1.0599999,2,2,1,1,111392,,0,30,3,5.0500002,26,.18000001,0,2,10.5,12.5,1,.89999998,2.1099999,2,2,17.5,15,-2.5,.0099999998,.050000191,1
197,1,0,1,0,0,1,0,0,0,0,23,10,4,5,26,.25,0,50,2,7,17,.99000001,.88999999,.88999999,3,2,1,1,111792,1,5,21,5,5.0500002,26,.13,0,3,7,17,1.05,.94999999,.94999999,3,1,28,15.5,-12.5,.0099999998,.050000191,1
234,1,0,1,0,0,1,0,0,0,2,0,10,3,5,26,,0,0,2,7,16,1.12,,.49000001,2,2,1,1,111892,2,10,4,3,5.0500002,26,,0,2,7,16,1.04,1.01,.57999998,3,2,5,12,7,.0099999998,.050000191,1
240,3,1,1,0,0,1,0,0,0,0,15,35,3,5.0999999,26,.25,0,20,2,6,17,1.1799999,1.02,1.0599999,6,4,1,1,111692,1,15,15,3,5.0500002,26,.15000001,0,2,6,17,1.1,1,1.05,6,4,32.5,22.5,-10,0,-.049999714,1
241,3,0,1,0,0,1,0,0,0,2,15,25,4,5,13,.37,1,30,2,7,16,1.12,1.02,1.0599999,5,5,1,1,111192,1,15,,4,5.0500002,26,.1,0,2,7,16,1.15,1.05,1.05,5,5,27.5,,,.0099999998,.050000191,0
242,3,1,1,0,0,1,0,0,0,0,25,10,3,5.25,13,.25,1,0,2,6,17,1.1,1.02,1.0599999,5,4,1,1,111192,,12,10,3,5.0500002,8,.2,1,2,7,16,1.11,1.0599999,1.05,6,4,30,17,-13,0,-.19999981,1
245,3,0,1,0,0,1,0,0,0,3,15,8,3,5.5,,,0,0,1,8.5,13.5,1.2,1.02,1.02,4,2,1,1,111792,3,8,12,4,5.0500002,26,,0,1,8.5,13,1.11,1.11,1.05,5,1,19,14,-5,0,-.44999981,1
259,1,0,1,1,0,0,0,0,0,0,13,12,4,5,4,.25,0,50,2,7.5,14.5,1.02,.85000002,.85000002,3,3,1,1,110992,,15,15,4,5.0500002,,,0,2,7.5,14.5,1.05,,.83999997,3,3,19,22.5,3.5,.0099999998,.050000191,1
268,1,1,1,1,0,0,0,0,0,1,10,18,4,5,26,.17,1,0,2,7,15,1.02,.85000002,.85000002,5,4,1,1,110992,,0,42.5,2,5.0500002,26,.25,1,2,7,15,.94,.77999997,.83999997,4,4,19,21.25,2.25,.0099999998,.050000191,1
271,2,1,1,1,0,0,0,0,0,3,0,13,2,5,13,.1,0,38,2,11,11,1.02,.79000002,2.3399999,4,2,1,1,111792,1,0,15,3,5.0500002,8,.1,0,2,11,12,.89999998,.73000002,2.28,4,3,6.5,7.5,1,.0099999998,.050000191,1
272,2,1,1,1,0,0,0,0,0,4,4,11,3,5.0500002,4,.2,0,0,1,11,11,.94999999,.74000001,2.3399999,4,2,1,1,111492,1,2,14,3,5.25,26,.2,0,2,11,12,.94,.73000002,2.3199999,4,3,9.5,9,-.5,0,.19999981,1
274,2,1,1,1,0,0,0,0,0,0,0,15,2,5.5,26,.12,0,27,2,11,10,.91000003,.74000001,2.3399999,4,3,1,1,111392,,3,7,3,5.0500002,26,.2,0,1,11,11,,,2.3199999,,,7.5,6.5,-1,0,-.44999981,1
276,2,1,1,1,0,0,0,0,0,3,5,10,3,5,26,.25,0,0,2,11,10.5,.94999999,.74000001,2.1900001,4,3,1,1,111392,,5,15,3,5.0500002,26,.28,0,3,11,12,.94999999,.73000002,2.3199999,5,3,10,12.5,2.5,.0099999998,.050000191,1
296,1,1,1,0,0,1,0,0,0,0,5,16,4,5.3000002,26,.25,0,50,2,7,16,1.0599999,.94999999,1.01,3,3,1,1,111892,3,4,9,6,5.0500002,13,,0,2,7,16,1.05,.94,1,3,2,13,8.5,-4.5,0,-.25,1
299,2,1,1,0,0,1,0,0,0,0,3,8,2,5,26,,0,0,1,10.5,11.5,1.0599999,.85000002,2.3399999,3,2,1,1,111792,1,6,12,2,5.0500002,13,.25,0,1,11,11.5,1.05,.83999997,2.3199999,3,2,7,12,5,.0099999998,.050000191,1
301,2,1,1,0,0,1,0,0,0,4,8,12,5,5,11,.36000001,1,0,3,11,10.5,1.0599999,.85000002,2.3399999,3,1,1,1,111492,1,2,7,1,5.0500002,4,.5,0,2,11,10.5,.94,.83999997,2.3199999,3,2,14,5.5,-8.5,.0099999998,.050000191,1
320,2,0,1,1,0,0,0,0,1,0,5,9,2,5,13,.12,1,0,2,11,12,1.12,.80000001,2.45,4,4,1,1,111392,,4,6,3,5.0500002,,,0,1,11,11,1.05,.83999997,2.4300001,4,3,9.5,7,-2.5,.0099999998,.050000191,1
321,2,0,1,1,0,0,0,0,1,0,3,14,3,5,,.25,0,10,2,10.5,12.5,1.12,.85000002,2.45,4,2,1,1,111492,2,4,11,2,5.0500002,13,.15000001,0,1,11,12,1.05,.83999997,2.4300001,4,3,10,9.5,-.5,.0099999998,.050000191,1
324,3,0,1,1,0,0,0,0,0,2,20,46,5,5.25,26,.2,0,0,2,0,24,1.1799999,1.0599999,,5,2,2,1,121892,4,22,39,5,5.0500002,52,.25,1,2,0,24,1.22,1.05,1.05,5,2,43,41.5,-1.5,0,-.19999981,1
326,3,1,1,1,0,0,0,0,1,3,18,45,5,5.1500001,11,.15000001,0,7,2,0,24,1.26,.99000001,,4,3,1,1,111892,1,0,45,4,5.0500002,,,0,2,0,24,1.22,,1.05,4,2,40.5,22.5,-18,0,-.099999905,1
330,4,0,1,1,0,0,0,0,1,0,4,16,3,5.4200001,13,.12,1,0,1,10.5,15.5,1.01,.86000001,.94999999,2,2,1,1,111392,,3,20,3,5.6700001,52,.25,0,1,10.5,14.5,.94,.79000002,1.26,2,2,12,13,1,0,.25,1
334,1,0,1,1,0,0,0,0,0,0,10,10,3,5,4,.17,0,0,3,9,12.5,.91000003,.91000003,.91000003,3,3,1,1,110992,,0,20,3,5.0500002,26,.18000001,,3,9,12.5,.89999998,.89999998,.85000002,3,2,15,10,-5,.0099999998,.050000191,1
349,3,1,1,1,0,0,0,0,0,1,2.5,27,5,5,6,.15000001,0,10,2,6,16,1.12,.91000003,.94999999,3,3,1,1,111192,,0,20,4,5.0500002,4,.18000001,0,2,7,15,1.01,1.01,.94,3,3,16,10,-6,.0099999998,.050000191,1
354,4,0,1,1,0,0,0,0,0,3,14,7,3,5.0599999,4,.25,1,10,1,10.5,10.5,.94999999,.86000001,.94999999,2,2,1,1,111392,,9,7,3,5.0500002,13,.23,0,1,10.5,10.5,1,.85000002,.94,2,2,17.5,12.5,-5,0,-.009999752,1
356,4,0,1,1,0,0,0,0,0,3,11.5,10,4,5.0500002,13,,1,0,1,10.5,11.5,.94999999,.80000001,1.0599999,2,2,1,1,111492,,0,28,4,5.0500002,17,.15000001,1,1,10.5,11.5,1,.85000002,1.05,2,2,16.5,14,-2.5,0,0,1
357,4,0,1,0,0,1,0,0,0,1,4.5,20,3,5,16,.2,0,100,1,10.5,11.5,.94999999,.86000001,.94999999,2,2,1,1,111392,,21,6,3,5.25,13,.25,0,1,10.5,12.5,1,.83999997,2.3499999,2,2,14.5,24,9.5,.0099999998,.25,1
371,1,0,1,0,0,1,0,0,0,0,12,23,4,5,13,.15000001,0,100,2,7,16,1.0599999,1.02,.94999999,3,3,1,1,110792,,11,22,5,5.25,26,,0,3,7,16,,,,4,2,23.5,22,-1.5,.0099999998,.25,1
373,1,1,1,0,0,1,0,0,0,0,14,12,4,5,4,.25,0,100,2,6.5,15.5,1.01,.94999999,1.03,6,3,1,1,110792,,18,15,4,5.0500002,13,.25,1,2,6.5,15.5,1.1,.94,1.02,6,5,20,25.5,5.5,.0099999998,.050000191,1
375,1,0,1,0,0,1,0,0,0,3,25,10,4,5.25,26,.25,1,0,1,7,15,1.02,.80000001,,4,2,1,1,111692,1,0,25,4,5.5,26,.1,1,1,7,15,1.05,.94,1.01,3,3,30,12.5,-17.5,0,.25,1
378,1,1,1,0,0,1,0,0,0,4,10,8,4,5,52,.1,0,,2,6.5,18.5,1.1,.95999998,1.1,5,5,1,1,110792,,20,15,4,5.0500002,52,.25,1,2,6,19,1.05,.99000001,1.03,6,4,14,27.5,13.5,.0099999998,.050000191,1
381,1,0,1,0,0,1,0,0,0,0,10,20,4,5,13,.5,1,0,2,6.5,16.5,1.27,1.17,1.1,4,2,1,1,111692,,15,15,5,5.0500002,8,.47,1,2,6.5,16.5,1.37,1.16,1.16,4,2,20,22.5,2.5,.0099999998,.050000191,1
403,3,1,1,0,0,1,0,0,0,2,13,31,,5.0500002,26,.15000001,0,10,2,6,18,1.09,1.12,1.0599999,5,4,1,1,111892,3,11,23,3,5.0500002,13,,1,2,7,16,1.11,1.0599999,1.05,4,4,28.5,22.5,-6,0,0,0
406,4,1,1,0,0,1,0,0,0,0,12,35,4,5,,.31999999,0,0,1,10.5,11.5,1.02,,2.1400001,2,2,1,1,111392,,17,22,4,5.5,13,,,1,10.5,12.5,.83999997,.94,1.99,2,2,29.5,28,-1.5,.0099999998,.5,1
407,4,1,1,0,0,1,0,0,0,2,5,10,2,5.75,26,.15000001,1,0,2,11,10.5,1.17,1.17,1.38,1,1,1,1,111392,,8,7,3,5.5,26,.15000001,0,2,11,10.5,1.05,1.16,2.3199999,1,1,10,11.5,1.5,0,-.25,1
